Name complex,Geo,State of house,Rooms amount,"Squares,м²",Metro,"Time to metro,мин.","Price,₽",Data
ЖК «Апартаменты VIDI (Апартаменты ВИДИ)»,"Санкт-Петербург, р-н Центральный, Смольнинское, Пески территория",Новостройка Апартаменты,2-комн. апартаменты,35 ,Площадь Александра Невского,11 ,13 996 500 ,13.10
ЖК «Парадный ансамбль»,"Санкт-Петербург, р-н Московский, Пулковский меридиан, Пулковское ш., 99к6",Новостройка,Студия,"26,83 ",Московская,15 ,4 190 000 ,11.10
ЖК «Приморский квартал»,"Санкт-Петербург, р-н Приморский, Комендантский аэродром, Коломяжский просп., 13",Новостройка,2-комн. квартира,"68,07 ",Пионерская,7 ,14 487 774 ,14.10
ЖК «Морская набережная»,"Санкт-Петербург, р-н Василеостровский, Гавань, Морская Набережная жилой комплекс",Новостройка,Студия,"20,51 ",Нарвская,23 ,5 300 000 ,15.10
ЖК «iD Park Pobedy (Ай ди Парк Победы)»,"Санкт-Петербург, р-н Московский, Московская застава, Сызранская ул., 23",Новостройка,2-комн. квартира,"56,13 ",Электросила,14 ,17 694 982 ,13.10
ЖК «Parkolovo (Парколово)»,"Санкт-Петербург, р-н Выборгский, мкр. Парголово, дор. Михайловская, 14к1",Новостройка,1-комн. квартира,"37,2 ",Проспект Просвещения,10 ,5 650 000 ,13.10
ЖК «Modum (Модум)»,"Санкт-Петербург, р-н Приморский, Юнтолово, просп. Авиаконструкторов, 54",Новостройка,3-комн. квартира,"82,84 ",Комендантский проспект,8 ,22 515 912 ,03.10
ЖК «Морская набережная»,"Санкт-Петербург, р-н Василеостровский, Гавань, просп. Крузенштерна, 2",Новостройка,1-комн. квартира,"38,06 ",Приморская,4 ,10 000 000 ,11.10
ЖК «Magnifika Residence (Магнифика Резиденс)»,"Санкт-Петербург, р-н Красногвардейский, Большая Охта, Магнифика жилой комплекс",Новостройка,2-комн. квартира,73 ,Новочеркасская,17 ,24 860 890 ,13.10
ЖК «Цветной Город»,"Санкт-Петербург, р-н Красногвардейский, Полюстрово, 19 жилой комплекс Цветной Город квартал",Новостройка,Студия,"18,5 ",Академическая,17 ,3 190 000 ,28.09
ЖК «Палацио»,"Санкт-Петербург, р-н Василеостровский, № 7, 26-я Васильевского острова линия, 7",Новостройка,3-комн. квартира,"108,3 ",Горный институт,4 ,27 950 659 ,15.10
ЖК «Полет»,"Санкт-Петербург, р-н Пушкинский, мкр. Шушары, Московское ш., 258к2",Новостройка,1-комн. квартира,"34,06 ",Шушары,16 ,4 200 000 ,27.09
ЖК «17/33 Петровский остров»,"Санкт-Петербург, р-н Петроградский, Петровский, остров Петровский",Новостройка Апартаменты,2-комн. апартаменты,"60,12 ",Чкаловская,19 ,28 361 610 ,13.10
ЖК «Стрижи в Невском 2»,"Санкт-Петербург, р-н Невский, Ивановский, Фарфоровская ул., 7к1",Новостройка,1-комн. квартира,"33,52 ",Ломоносовская,11 ,9 785 000 ,10.10
ЖК «Magnifika Residence (Магнифика Резиденс)»,"Санкт-Петербург, р-н Красногвардейский, Большая Охта, Магнитогорская ул., 5к3",Новостройка,3-комн. квартира,"95,8 ",Новочеркасская,17 ,29 629 600 ,13.10
ЖК «WINGS апартаменты на Крыленко (Вингс апартаменты на Крыленко)»,"Санкт-Петербург, р-н Невский, № 54, ул. Крыленко, 14с2",Новостройка Апартаменты,Апартаменты-студия,"26,7 ",Улица Дыбенко,3 ,4 100 000 ,06.10
ЖК «ПАРК-КВАРТАЛ Юнтолово»,"Санкт-Петербург, р-н Приморский, Лахта-Ольгино, просп. Юнтоловский",Новостройка,2-комн. квартира,"36,77 ",Беговая,13 ,6 537 706 ,15.10
ЖК «СемьА»,"Санкт-Петербург, р-н Центральный, Лиговка-Ямская, Днепропетровская ул., 7",Новостройка,1-комн. квартира,"46,1 ",Лиговский проспект,6 ,12 900 000 ,13.10
ЖК «Академик»,"Санкт-Петербург, р-н Красногвардейский, Полюстрово, Ручьи территория",Новостройка,1-комн. квартира,"31,91 ",Академическая,7 ,6 873 733 ,15.10
ЖК «AVENUE APART на Дыбенко (Авеню Апарт)»,"Санкт-Петербург, р-н Невский, № 54, Товарищеский просп., 19",Новостройка Апартаменты,Апартаменты-студия,"30,7 ",Улица Дыбенко,21 ,4 100 000 ,10.10
ЖК «Полис Приморский 2»,"Санкт-Петербург, р-н Приморский, Юнтолово, Полис Приморский 2 жилой комплекс",Новостройка,1-комн. квартира,"34,36 ",Комендантский проспект,11 ,7 235 888 ,13.10
ЖК «Svetlana Park (Светлана Парк)»,"Санкт-Петербург, р-н Выборгский, Светлановское, Манчестерская ул., 5к1",Новостройка,Студия,"33,2 ",Удельная,4 ,8 600 000 ,06.10
ЖК «Солнечный город»,"Санкт-Петербург, р-н Красносельский, Сосновая поляна, просп. Буденного, 19к1",Новостройка,1-комн. квартира,"41,2 ",Проспект Ветеранов,15 ,7 450 154 ,14.10
ЖК «Чистое небо»,"Санкт-Петербург, р-н Приморский, Коломяги, аллея Арцеуловская, 15",Новостройка,3-комн. квартира,"92,6 ",Комендантский проспект,10 ,21 000 000 ,15.10
